wave	branch	historical_head_sha	evidence_kind	evidence_url	deletion_head_verified	note	deleted_at	deletion_head_sha	execution_evidence_url	execution_ledger	reconciliation
1	fix/security-local-return-urls	UNKNOWN	unrecovered	https://github.com/geromet/TornHappyGymStats/issues/193	yes	No branch-bound full SHA recovered; replacement PR #144 is not evidence of this branch head.	2026-09-05T17:40:26Z	150f9aeb65dedcc556bdeb6ee9b1eaa48e538fba	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	previously-unknown-resolved-by-operator-ledger
1	fix/surfaces-cache-outside-webroot	10e3b4380ff9535759af48c1dd5089194262cf09	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/143	yes	PR #143 recorded head; merge/closure 2026-09-04T20:24:35Z	2026-09-05T17:40:21Z	10e3b4380ff9535759af48c1dd5089194262cf09	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fix/xunit-global-using	8ef530f5eba30a84ab72a7c7342e8745d2b68a8c	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/142	yes	PR #142 recorded head; merge/closure 2026-09-04T20:17:40Z	2026-09-05T17:40:22Z	8ef530f5eba30a84ab72a7c7342e8745d2b68a8c	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/b/65-warning-baseline	3c5449f47462f0780f0a37c2539fadb2edae883e	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/177	yes	PR #177 recorded head; merge/closure 2026-09-05T03:54:13Z	2026-09-05T17:40:29Z	3c5449f47462f0780f0a37c2539fadb2edae883e	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/b/65-warning-baseline-clean	886f24d2f8130ebf139d8f658202da5542ae086d	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/178	yes	PR #178 recorded head; merge/closure 2026-09-05T09:23:47Z	2026-09-05T17:39:43Z	886f24d2f8130ebf139d8f658202da5542ae086d	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/consolidated/platform-security-data-20260905	f030252aeb22a02548c1428f47710348dc801759	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/215	yes	PR #215 recorded head; merge/closure 2026-09-05T16:46:13Z	2026-09-05T17:39:26Z	f030252aeb22a02548c1428f47710348dc801759	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/consolidated/ux-member-safety-20260905	f3e001c9f6365f3364633d6c0a6be3c267a1e121	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/214	yes	PR #214 recorded head; merge/closure 2026-09-05T16:36:41Z	2026-09-05T17:39:24Z	f3e001c9f6365f3364633d6c0a6be3c267a1e121	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/consolidated/war-core-eval-20260905	1a01b4bd59f4922f5fc49684bf45f777396a595c	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/213	yes	PR #213 recorded head; merge/closure 2026-09-05T16:32:51Z	2026-09-05T17:39:22Z	1a01b4bd59f4922f5fc49684bf45f777396a595c	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/i-91-replay-core	e34d2fb4e479e90d18f10db23d9f192802a3afe8	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/192	yes	PR #192 recorded head; merge/closure 2026-09-05T11:29:11Z	2026-09-05T17:39:31Z	e34d2fb4e479e90d18f10db23d9f192802a3afe8	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/stable/member-data-privacy	e67e6585eb321e7be1bd2f12686b2b4d071a9c4f	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/205	yes	PR #205 recorded head; merge/closure 2026-09-05T14:31:51Z	2026-09-05T17:39:48Z	e67e6585eb321e7be1bd2f12686b2b4d071a9c4f	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/stable/member-safe-ui	dd4419233b0ca0a2e46e5ee8aef9035208b9c279	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/209	yes	PR #209 recorded head; merge/closure 2026-09-05T14:33:42Z	2026-09-05T17:39:35Z	dd4419233b0ca0a2e46e5ee8aef9035208b9c279	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/stable/tooling-hygiene	863a46e10f3b4de7229fa52e2d669e06665fa61d	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/203	yes	PR #203 recorded head; merge/closure 2026-09-05T14:23:07Z	2026-09-05T17:39:45Z	863a46e10f3b4de7229fa52e2d669e06665fa61d	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/stable/war-derivation-core	23234e0d042d8de2e7ea0b934fe8736b6988442e	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/201	yes	PR #201 recorded head; merge/closure 2026-09-05T14:22:16Z	2026-09-05T17:39:29Z	23234e0d042d8de2e7ea0b934fe8736b6988442e	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	fleet/stable/war-replay-eval	0e4a26d480fcea08c2eccebafbaf9c816afa0a49	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/202	yes	PR #202 recorded head; merge/closure 2026-09-05T14:22:38Z	2026-09-05T17:39:33Z	0e4a26d480fcea08c2eccebafbaf9c816afa0a49	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	refactor/remove-unused-unit-of-work	2edd63f9687b0520c33479de9cf85f4877278f3e	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/208	yes	PR #208 recorded head; merge/closure 2026-09-05T14:33:17Z	2026-09-05T17:40:31Z	2edd63f9687b0520c33479de9cf85f4877278f3e	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
1	test/verifier-dependency-regression	a7c83f7eff7ffd6b63ed570625606433dd07c279	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/123	yes	PR #123 recorded head; merge/closure 2026-09-04T15:41:08Z	2026-09-05T17:40:28Z	a7c83f7eff7ffd6b63ed570625606433dd07c279	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905.ledger.tsv	historical-head-matches-operator-ledger
2	agent/issue-100-chain-planner	651c44e0cdca883a3a9bb2eeeda12b7d2786cfc9	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/194	yes	PR #194 recorded head; merge/closure 2026-09-05T16:57:05Z	2026-09-05T21:17:45Z	651c44e0cdca883a3a9bb2eeeda12b7d2786cfc9	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	audit/docs-markdown-accuracy-20260905-2	f6d686c9706ac2657d9fe30455a8547211993611	coordination-main-equality	https://github.com/geromet/TornHappyGymStats/issues/140#issuecomment-5554569979	yes	Audit owner recorded branch equal to pinned main with no unique work; wave-2 record repeats equality.	2026-09-05T21:18:41Z	f6d686c9706ac2657d9fe30455a8547211993611	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	docs/agent-terminal-handoff-20260905	df46635554074cf175c7854e76342c8b0e843d71	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/216	yes	PR #216 recorded head; merge/closure 2026-09-05T16:22:35Z	2026-09-05T21:17:47Z	df46635554074cf175c7854e76342c8b0e843d71	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	feat/p0-95-shared-state-components	03b9e5cad07769e992335f0221fcde63c41df9f4	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/153	yes	PR #153 recorded head; merge/closure 2026-09-04T22:09:14Z	2026-09-05T21:17:49Z	03b9e5cad07769e992335f0221fcde63c41df9f4	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	feat/p0-95-theme-centralization	97154a57daa7184757d9bd676b34227e248f3164	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/161	yes	PR #161 recorded head; merge/closure 2026-09-04T22:34:38Z	2026-09-05T21:17:52Z	97154a57daa7184757d9bd676b34227e248f3164	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	feat/shared-member-state-adoption	7d6371d1c7c7f3dcb23d3318f0ae2e4878796d4d	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/168	yes	PR #168 recorded head; merge/closure 2026-09-05T01:13:27Z	2026-09-05T21:17:54Z	7d6371d1c7c7f3dcb23d3318f0ae2e4878796d4d	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	feat/war-objective-persistence-auth	1cda4ea402d59faa3255849452ff1e3161d66da7	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/174	yes	PR #174 recorded head; merge/closure 2026-09-05T05:21:58Z	2026-09-05T21:17:57Z	1cda4ea402d59faa3255849452ff1e3161d66da7	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	feat/war-scout-provenance	7b8eaae3c7a6de48553722a631881b27a93903d5	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/172	yes	PR #172 recorded head; merge/closure 2026-09-05T03:27:51Z	2026-09-05T21:17:59Z	7b8eaae3c7a6de48553722a631881b27a93903d5	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fix/p0-95-remove-fake-theme-selector	3c817f25457287dfe9203ddc2f79e38142ee8dcb	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/157	yes	PR #157 recorded head; merge/closure 2026-09-04T23:46:14Z	2026-09-05T21:18:01Z	3c817f25457287dfe9203ddc2f79e38142ee8dcb	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fix/p1-103-home-import-error-member-safe	3ca4008c5a03a7caa12b3e591d8ad6ac910d0f49	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/162	yes	PR #162 recorded head; merge/closure 2026-09-04T23:52:11Z	2026-09-05T21:18:04Z	3ca4008c5a03a7caa12b3e591d8ad6ac910d0f49	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fix/p1-103-login-member-safe	4b15c911b5ff7b177169095a80a530b86888dd0d	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/160	yes	PR #160 recorded head; merge/closure 2026-09-04T22:49:07Z	2026-09-05T21:18:06Z	4b15c911b5ff7b177169095a80a530b86888dd0d	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fix/p1-103-mystats-import-error-member-safe	053c396763188b89e756fc36ccc7d6b3b58d95e4	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/167	yes	PR #167 recorded head; merge/closure 2026-09-05T01:16:23Z	2026-09-05T21:18:09Z	053c396763188b89e756fc36ccc7d6b3b58d95e4	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fix/p1-103-player-account-member-safe	3883c3ee5981f437e4e0130ab0b5e083854f3c43	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/158	yes	PR #158 recorded head; merge/closure 2026-09-04T22:46:14Z	2026-09-05T21:18:11Z	3883c3ee5981f437e4e0130ab0b5e083854f3c43	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/b-86-opponent-pressure	4fe2e7375e79dfb7ef2d32b538e71498ab95a7d8	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/181	yes	PR #181 recorded head; merge/closure 2026-09-05T10:48:32Z	2026-09-05T21:18:13Z	4fe2e7375e79dfb7ef2d32b538e71498ab95a7d8	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/b-86-readiness-core	e64ddcdff24c19a7fc589c31b78ae8ff15ad3bd0	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/184	yes	PR #184 recorded head; merge/closure 2026-09-05T11:02:02Z	2026-09-05T21:18:15Z	e64ddcdff24c19a7fc589c31b78ae8ff15ad3bd0	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/b-86-travel-availability	a0e9dabd595f6aba11756a2610dd42cc0840d27c	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/183	yes	PR #183 recorded head; merge/closure 2026-09-05T10:50:58Z	2026-09-05T21:18:17Z	a0e9dabd595f6aba11756a2610dd42cc0840d27c	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/b/72-warpoller-timeprovider	27ce5918bb532652dc4188f35adb611cce8cd0d8	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/175	yes	PR #175 recorded head; merge/closure 2026-09-05T08:22:48Z	2026-09-05T21:18:20Z	27ce5918bb532652dc4188f35adb611cce8cd0d8	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/b/89-objective-consumption	973c015e604258622532f2f74988c47060985464	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/179	yes	PR #179 recorded head; merge/closure 2026-09-05T06:34:24Z	2026-09-05T21:18:22Z	973c015e604258622532f2f74988c47060985464	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/docs-self-improvement-archive	60ae0b5114e79b6cc0522b78c4753baa821ae7d2	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/186	yes	PR #186 recorded head; merge/closure 2026-09-05T10:58:01Z	2026-09-05T21:18:25Z	60ae0b5114e79b6cc0522b78c4753baa821ae7d2	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/stable/branch-inventory-reconcile-20260905	60df32674844df55adafcee45886b0d0998b91f6	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/222	yes	PR #222 recorded head; merge/closure 2026-09-05T19:44:05Z	2026-09-05T21:18:38Z	60df32674844df55adafcee45886b0d0998b91f6	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
2	fleet/stable/ux-proof-provenance	7cd6e7f4e23d6d8371178ab8e7e5da22ee2071b3	github-pr-head	https://github.com/geromet/TornHappyGymStats/pull/176	yes	PR #176 recorded head; merge/closure 2026-09-05T10:09:35Z	2026-09-05T21:18:27Z	7cd6e7f4e23d6d8371178ab8e7e5da22ee2071b3	https://github.com/geromet/TornHappyGymStats/issues/193#issuecomment-5555320434	retire-branches-20260905-wave2.ledger.tsv	historical-head-matches-operator-ledger
